,school number,graduate count,college bound,total college bound %,2- or 4-year college or university,total postsecondary bound,total postsecondary bound %,non-degree-granting postsecondary school,non-degree-granting postsecondary school %,specialized associate degree granting institution
816,9999.0,2,0,0.0%,0,0,0.0%,0,0.0%,0
817,4670.0,120,67,55.8%,67,79,65.8%,12,10.0%,0
818,5271.0,213,151,70.9%,136,154,72.3%,3,1.4%,15
819,6216.0,29,18,62.1%,16,19,65.5%,1,3.4%,2
820,6280.0,169,96,56.8%,89,100,59.2%,4,2.4%,7
821,9999.0,3,0,0.0%,0,0,0.0%,0,0.0%,0
822,753.0,81,52,64.2%,38,56,69.1%,4,4.9%,14
823,873.0,251,192,76.5%,169,192,76.5%,0,0.0%,23
824,949.0,142,100,70.4%,91,111,78.2%,11,7.7%,9
825,2712.0,61,53,86.9%,52,56,91.8%,3,4.9%,1
826,2075.0,83,37,44.6%,37,48,57.8%,11,13.3%,0
827,1501.0,46,21,45.7%,21,21,45.7%,0,0.0%,0
828,9999.0,5,0,0.0%,0,0,0.0%,0,0.0%,0
829,2184.0,182,103,56.6%,94,106,58.2%,3,1.6%,9
830,1443.0,312,299,95.8%,299,301,96.5%,2,0.6%,0
831,9999.0,2,0,0.0%,0,0,0.0%,0,0.0%,0
832,2358.0,74,46,62.2%,46,47,63.5%,1,1.4%,0
833,9999.0,2,0,0.0%,0,0,0.0%,0,0.0%,0
834,8195.0,124,86,69.4%,86,101,81.5%,15,12.1%,0
835,21.0,120,94,78.3%,85,96,80.0%,2,1.7%,9
836,9999.0,30,0,0.0%,0,0,0.0%,0,0.0%,0
837,1972.0,898,618,68.8%,614,654,72.8%,36,4.0%,4
838,6340.0,89,68,76.4%,48,71,79.8%,3,3.4%,20
839,5078.0,370,343,92.7%,343,347,93.8%,4,1.1%,0
840,9999.0,9,0,0.0%,0,0,0.0%,0,0.0%,0
841,9999.0,24,8,33.3%,7,8,33.3%,0,0.0%,1
842,3395.0,262,216,82.4%,215,217,82.8%,1,0.4%,1
843,3401.0,245,196,80.0%,195,196,80.0%,0,0.0%,1
844,9999.0,13,2,15.4%,2,2,15.4%,0,0.0%,0
845,5081.0,227,157,69.2%,157,164,72.2%,7,3.1%,0
846,492.0,356,333,93.5%,331,337,94.7%,4,1.1%,2
847,9999.0,1,0,0.0%,0,0,0.0%,0,0.0%,0
848,7562.0,36,35,97.2%,33,36,100.0%,1,2.8%,2
849,4126.0,62,33,53.2%,24,39,62.9%,6,9.7%,9
850,6775.0,202,160,79.2%,154,161,79.7%,1,0.5%,6
851,4310.0,315,198,62.9%,185,201,63.8%,3,1.0%,13
852,9999.0,1,0,0.0%,0,0,0.0%,0,0.0%,0
853,5287.0,309,276,89.3%,276,282,91.3%,6,1.9%,0
854,9999.0,4,0,0.0%,0,0,0.0%,0,0.0%,0
855,7674.0,45,31,68.9%,31,42,93.3%,11,24.4%,0
856,4143.0,67,40,59.7%,38,40,59.7%,0,0.0%,2
857,4146.0,51,25,49.0%,24,26,51.0%,1,2.0%,1
858,4149.0,172,129,75.0%,119,132,76.7%,3,1.7%,10
859,4135.0,72,29,40.3%,27,37,51.4%,8,11.1%,2
860,5103.0,137,77,56.2%,74,92,67.2%,15,10.9%,3
861,2663.0,376,250,66.5%,228,254,67.6%,4,1.1%,22
862,4286.0,87,53,60.9%,49,53,60.9%,0,0.0%,4
863,6148.0,114,68,59.6%,57,75,65.8%,7,6.1%,11
864,9999.0,2,1,50.0%,1,1,50.0%,0,0.0%,0
865,4295.0,218,132,60.6%,130,145,66.5%,13,6.0%,2
866,9999.0,15,9,60.0%,9,9,60.0%,0,0.0%,0
867,2243.0,289,197,68.2%,191,203,70.2%,6,2.1%,6
868,9999.0,1,0,0.0%,0,0,0.0%,0,0.0%,0
869,1327.0,64,55,85.9%,53,55,85.9%,0,0.0%,2
870,4080.0,109,73,67.0%,71,76,69.7%,3,2.8%,2
871,509.0,259,164,63.3%,163,168,64.9%,4,1.5%,1
872,1566.0,79,58,73.4%,46,58,73.4%,0,0.0%,12
873,9999.0,30,11,36.7%,11,12,40.0%,1,3.3%,0
874,7894.0,329,311,94.5%,311,317,96.4%,6,1.8%,0
875,6734.0,322,301,93.5%,298,307,95.3%,6,1.9%,3
876,1453.0,289,264,91.3%,262,266,92.0%,2,0.7%,2
877,7136.0,61,29,47.5%,29,29,47.5%,0,0.0%,0
878,523.0,216,185,85.6%,184,192,88.9%,7,3.2%,1
879,9999.0,2,0,0.0%,0,0,0.0%,0,0.0%,0
880,6129.0,85,74,87.1%,67,75,88.2%,1,1.2%,7
881,536.0,269,194,72.1%,187,208,77.3%,14,5.2%,7
882,9999.0,15,0,0.0%,0,0,0.0%,0,0.0%,0
883,9999.0,8,1,12.5%,1,1,12.5%,0,0.0%,0
884,3596.0,176,111,63.1%,111,111,63.1%,0,0.0%,0
885,1732.0,287,206,71.8%,206,222,77.4%,16,5.6%,0
886,4704.0,272,199,73.2%,195,203,74.6%,4,1.5%,4
887,5059.0,114,58,50.9%,56,59,51.8%,1,0.9%,2
888,6705.0,206,161,78.2%,147,164,79.6%,3,1.5%,14
889,9999.0,28,7,25.0%,6,13,46.4%,6,21.4%,1
890,719.0,58,47,81.0%,41,50,86.2%,3,5.2%,6
891,9999.0,1,0,0.0%,0,0,0.0%,0,0.0%,0
892,6704.0,147,111,75.5%,110,115,78.2%,4,2.7%,1
893,9999.0,10,0,0.0%,0,0,0.0%,0,0.0%,0
894,1293.0,132,101,76.5%,101,102,77.3%,1,0.8%,0
895,2848.0,362,257,71.0%,256,257,71.0%,0,0.0%,1
896,3009.0,147,106,72.1%,106,106,72.1%,0,0.0%,0
897,3008.0,118,77,65.3%,71,80,67.8%,3,2.5%,6
898,3007.0,215,1,0.5%,1,1,0.5%,0,0.0%,0
899,9999.0,13,0,0.0%,0,0,0.0%,0,0.0%,0
900,555.0,50,3,6.0%,3,6,12.0%,3,6.0%,0
901,8231.0,348,210,60.3%,196,210,60.3%,0,0.0%,14
902,9999.0,4,2,50.0%,2,2,50.0%,0,0.0%,0
903,3914.0,85,66,77.6%,61,67,78.8%,1,1.2%,5
904,951.0,35,22,62.9%,19,25,71.4%,3,8.6%,3
905,9999.0,5,0,0.0%,0,0,0.0%,0,0.0%,0
906,6368.0,345,190,55.1%,189,193,55.9%,3,0.9%,1
907,2721.0,96,68,70.8%,64,82,85.4%,14,14.6%,4
908,9999.0,1,0,0.0%,0,0,0.0%,0,0.0%,0
909,6980.0,431,0,0.0%,0,0,0.0%,0,0.0%,0
910,3522.0,151,117,77.5%,114,121,80.1%,4,2.6%,3
911,9999.0,4,3,75.0%,3,4,100.0%,1,25.0%,0
912,4026.0,117,79,67.5%,75,82,70.1%,3,2.6%,4
913,9999.0,19,4,21.1%,4,4,21.1%,0,0.0%,0
914,3247.0,342,323,94.4%,322,323,94.4%,0,0.0%,1
915,9999.0,4,0,0.0%,0,0,0.0%,0,0.0%,0
916,107.0,274,202,73.7%,196,211,77.0%,9,3.3%,6
917,7512.0,67,67,100.0%,67,67,100.0%,0,0.0%,0
918,1005.0,88,51,58.0%,51,52,59.1%,1,1.1%,0
919,6390.0,188,149,79.3%,146,155,82.4%,6,3.2%,3
920,9999.0,12,0,0.0%,0,0,0.0%,0,0.0%,0
921,6391.0,309,248,80.3%,239,256,82.8%,8,2.6%,9
922,887.0,162,142,87.7%,135,146,90.1%,4,2.5%,7
923,9999.0,2,1,50.0%,1,1,50.0%,0,0.0%,0
924,4647.0,134,81,60.4%,81,92,68.7%,11,8.2%,0
925,5168.0,323,167,51.7%,137,175,54.2%,8,2.5%,30
926,9999.0,14,2,14.3%,2,3,21.4%,1,7.1%,0
927,4658.0,177,141,79.7%,141,141,79.7%,0,0.0%,0
928,9999.0,2,0,0.0%,0,0,0.0%,0,0.0%,0
929,4735.0,187,132,70.6%,124,136,72.7%,4,2.1%,8
930,7513.0,164,68,41.5%,67,93,56.7%,25,15.2%,1
931,,,,,,,,,,
932,,"129,778","87,137",67.1%,"83,654","90,080",69.4%,"2,943",2.3%,"3,483"
933,,,,,,,,,,
934,,,,,,,,,,
935,,,,,,,,,,
936,,,,,,,,,,
937,,,,,,,,,,
938,,,,,,,,,,
939,,,,,,,,,,
940,,,,,,,,,,
941,,,,,,,,,,
942,,,,,,,,,,
943,,,,,,,,,,
944,,,,,,,,,,
945,,,,,,,,,,
946,,,,,,,,,,
947,,,,,,,,,,
948,,,,,,,,,,
949,,,,,,,,,,
950,,,,,,,,,,
951,,,,,,,,,,
952,,,,,,,,,,
953,,,,,,,,,,
954,,,,,,,,,,
955,,,,,,,,,,
956,,,,,,,,,,
957,,,,,,,,,,
958,,,,,,,,,,
959,,,,,,,,,,
960,,,,,,,,,,
961,,,,,,,,,,
962,,,,,,,,,,
963,,,,,,,,,,
964,,,,,,,,,,
965,,,,,,,,,,
966,,,,,,,,,,
967,,,,,,,,,,
968,,,,,,,,,,
969,,,,,,,,,,
970,,,,,,,,,,
971,,,,,,,,,,
972,,,,,,,,,,
973,,,,,,,,,,
974,,,,,,,,,,
975,,,,,,,,,,
976,,,,,,,,,,
977,,,,,,,,,,
978,,,,,,,,,,
979,,,,,,,,,,
980,,,,,,,,,,
981,,,,,,,,,,
982,,,,,,,,,,
983,,,,,,,,,,
984,,,,,,,,,,
985,,,,,,,,,,
986,,,,,,,,,,
987,,,,,,,,,,
988,,,,,,,,,,
989,,,,,,,,,,
990,,,,,,,,,,
991,,,,,,,,,,
992,,,,,,,,,,
993,,,,,,,,,,
994,,,,,,,,,,
995,,,,,,,,,,
996,,,,,,,,,,
997,,,,,,,,,,
998,,,,,,,,,,
999,,,,,,,,,,
1000,,,,,,,,,,
1001,,,,,,,,,,
1002,,,,,,,,,,
1003,,,,,,,,,,
1004,,,,,,,,,,
1005,,,,,,,,,,
1006,,,,,,,,,,
1007,,,,,,,,,,
1008,,,,,,,,,,
1009,,,,,,,,,,
1010,,,,,,,,,,
1011,,,,,,,,,,
1012,,,,,,,,,,
1013,,,,,,,,,,
1014,,,,,,,,,,
1015,,,,,,,,,,
1016,,,,,,,,,,
1017,,,,,,,,,,
1018,,,,,,,,,,
1019,,,,,,,,,,
1020,,,,,,,,,,
1021,,,,,,,,,,
1022,,,,,,,,,,
1023,,,,,,,,,,
1024,,,,,,,,,,
1025,,,,,,,,,,
1026,,,,,,,,,,
1027,,,,,,,,,,
1028,,,,,,,,,,
1029,,,,,,,,,,
1030,,,,,,,,,,
1031,,,,,,,,,,
1032,,,,,,,,,,
1033,,,,,,,,,,
1034,,,,,,,,,,
