,school number,graduate count,college bound,total college bound %,2- or 4-year college or university,2- or 4-year university %,total postsecondary bound,total postsecondary bound %,non-degree-granting postsecondary school,non-degree-granting postsecondary school %,specialized associate degree granting institution,specialized associate degree granting institution %
1611,,32,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1612,4577.0,268,179,66.79%,165,61.57%,187,69.78%,8,2.99%,14,5.22%
1613,,268,179,66.79%,165,61.57%,187,69.78%,8,2.99%,14,5.22%
1614,4598.0,326,193,59.20%,182,55.83%,199,61.04%,6,1.84%,11,3.37%
1615,9999.0,6,0,0.00%,0,0.00%,1,16.67%,1,16.67%,0,0.00%
1616,,332,193,58.13%,182,54.82%,200,60.24%,7,2.11%,11,3.31%
1617,4602.0,169,109,64.50%,105,62.13%,111,65.68%,2,1.18%,4,2.37%
1618,,169,109,64.50%,105,62.13%,111,65.68%,2,1.18%,4,2.37%
1619,4608.0,282,162,57.45%,159,56.38%,176,62.41%,14,4.96%,3,1.06%
1620,9999.0,35,2,5.71%,2,5.71%,2,5.71%,0,0.00%,0,0.00%
1621,,317,164,51.74%,161,50.79%,178,56.15%,14,4.42%,3,0.95%
1622,4614.0,224,156,69.64%,147,65.63%,156,69.64%,0,0.00%,9,4.02%
1623,9999.0,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1624,,229,156,68.12%,147,64.19%,156,68.12%,0,0.00%,9,3.93%
1625,4623.0,268,160,59.70%,148,55.22%,168,62.69%,8,2.99%,12,4.48%
1626,9999.0,7,0,0.00%,0,0.00%,1,14.29%,1,14.29%,0,0.00%
1627,,275,160,58.18%,148,53.82%,169,61.45%,9,3.27%,12,4.36%
1628,6705.0,186,114,61.29%,103,55.38%,121,65.05%,7,3.76%,11,5.91%
1629,9999.0,14,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1630,,200,114,57.00%,103,51.50%,121,60.50%,7,3.50%,11,5.50%
1631,4647.0,228,70,30.70%,67,29.39%,75,32.89%,5,2.19%,3,1.32%
1632,9999.0,23,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1633,,251,70,27.89%,67,26.69%,75,29.88%,5,1.99%,3,1.20%
1634,5168.0,387,120,31.01%,110,28.42%,123,31.78%,3,0.78%,10,2.58%
1635,,387,120,31.01%,110,28.42%,123,31.78%,3,0.78%,10,2.58%
1636,4658.0,200,145,72.50%,145,72.50%,147,73.50%,2,1.00%,0,0.00%
1637,9999.0,12,2,16.67%,2,16.67%,2,16.67%,0,0.00%,0,0.00%
1638,,212,147,69.34%,147,69.34%,149,70.28%,2,0.94%,0,0.00%
1639,1732.0,301,190,63.12%,189,62.79%,195,64.78%,5,1.66%,1,0.33%
1640,4704.0,250,155,62.00%,152,60.80%,156,62.40%,1,0.40%,3,1.20%
1641,9999.0,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1642,,558,345,61.83%,341,61.11%,351,62.90%,6,1.08%,4,0.72%
1643,6345.0,259,154,59.46%,154,59.46%,157,60.62%,3,1.16%,0,0.00%
1644,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1645,,261,154,59.00%,154,59.00%,157,60.15%,3,1.15%,0,0.00%
1646,,"4,889","2,779",56.84%,"2,676",54.74%,"2,877",58.85%,98,2.00%,103,2.11%
1647,,"123,407","75,185",60.92%,"73,261",59.37%,"77,951",63.17%,"2,766",2.24%,"1,924",1.56%
1648,,"370,221",,,,,,,,,,
